date,age,cumu_first,cumu_second,cumu_third,prop_first,prop_second,prop_third
2022-02-05,12 to 15,41356,13451,93,64,20.8,0.1
2022-02-05,16 to 17,23564,18185,2459,76.1,58.7,7.9
2022-02-05,18 to 24,77668,71314,43005,76.8,70.5,42.5
2022-02-05,25 to 29,56601,52808,33815,74.9,69.9,44.8
2022-02-05,30 to 34,65823,62230,42977,77.5,73.3,50.6
2022-02-05,35 to 39,72466,69650,52863,80.5,77.4,58.7
2022-02-05,40 to 44,79545,77371,63409,83.9,81.6,66.9
2022-02-05,45 to 49,81644,79829,68967,86.9,85,73.4
2022-02-05,50 to 54,84274,82935,74991,89.5,88.1,79.7
2022-02-05,55 to 59,82321,81116,74456,91,89.7,82.3
2022-02-05,60 to 64,68151,67226,63058,92.2,91,85.3
2022-02-05,65 to 69,55659,55022,52866,93.5,92.4,88.8
2022-02-05,70 to 74,56620,56138,54621,95.4,94.6,92.1
2022-02-05,75 to 79,45427,45107,44073,96.4,95.7,93.5
2022-02-05,80 to 84,30876,30695,29853,96.8,96.2,93.6
2022-02-05,85 to 89,21085,20955,20295,96.9,96.3,93.3
2022-02-05,90+,12609,12542,11996,95.7,95.2,91.1
2022-02-04,12 to 15,41245,12954,85,63.9,20.1,0.1
2022-02-04,16 to 17,23545,18118,2391,76.1,58.5,7.7
2022-02-04,18 to 24,77632,71279,42820,76.8,70.5,42.3
2022-02-04,25 to 29,56578,52780,33682,74.9,69.9,44.6
2022-02-04,30 to 34,65806,62204,42872,77.5,73.3,50.5
2022-02-04,35 to 39,72459,69628,52725,80.5,77.4,58.6
2022-02-04,40 to 44,79540,77354,63318,83.9,81.6,66.8
2022-02-04,45 to 49,81638,79822,68890,86.9,84.9,73.3
2022-02-04,50 to 54,84268,82933,74934,89.5,88.1,79.6
2022-02-04,55 to 59,82320,81110,74424,91,89.7,82.3
2022-02-04,60 to 64,68149,67222,63044,92.2,91,85.3
2022-02-04,65 to 69,55658,55022,52857,93.5,92.4,88.8
2022-02-04,70 to 74,56618,56138,54619,95.4,94.6,92
2022-02-04,75 to 79,45427,45107,44069,96.4,95.7,93.5
2022-02-04,80 to 84,30875,30695,29849,96.8,96.2,93.6
2022-02-04,85 to 89,21085,20955,20290,96.9,96.3,93.2
2022-02-04,90+,12609,12542,11996,95.7,95.2,91.1
2022-02-03,12 to 15,41199,12790,83,63.8,19.8,0.1
2022-02-03,16 to 17,23540,18085,2370,76,58.4,7.7
2022-02-03,18 to 24,77604,71252,42712,76.7,70.5,42.2
2022-02-03,25 to 29,56567,52765,33611,74.9,69.8,44.5
2022-02-03,30 to 34,65795,62188,42805,77.5,73.2,50.4
2022-02-03,35 to 39,72451,69619,52669,80.5,77.4,58.5
2022-02-03,40 to 44,79538,77345,63262,83.9,81.6,66.7
2022-02-03,45 to 49,81635,79818,68845,86.9,84.9,73.3
2022-02-03,50 to 54,84265,82930,74910,89.5,88.1,79.6
2022-02-03,55 to 59,82319,81105,74405,91,89.6,82.2
2022-02-03,60 to 64,68148,67221,63035,92.2,91,85.3
2022-02-03,65 to 69,55655,55021,52853,93.5,92.4,88.8
2022-02-03,70 to 74,56618,56137,54615,95.4,94.6,92
2022-02-03,75 to 79,45427,45107,44064,96.4,95.7,93.5
2022-02-03,80 to 84,30875,30695,29847,96.8,96.2,93.6
2022-02-03,85 to 89,21085,20955,20288,96.9,96.3,93.2
2022-02-03,90+,12609,12542,11994,95.7,95.2,91.1
2022-02-02,12 to 15,41137,12480,81,63.7,19.3,0.1
2022-02-02,16 to 17,23523,18058,2345,76,58.3,7.6
2022-02-02,18 to 24,77580,71220,42587,76.7,70.4,42.1
2022-02-02,25 to 29,56549,52752,33545,74.8,69.8,44.4
2022-02-02,30 to 34,65778,62172,42732,77.5,73.2,50.3
2022-02-02,35 to 39,72439,69606,52584,80.5,77.3,58.4
2022-02-02,40 to 44,79530,77340,63205,83.9,81.5,66.6
2022-02-02,45 to 49,81631,79809,68791,86.9,84.9,73.2
2022-02-02,50 to 54,84261,82926,74878,89.5,88.1,79.5
2022-02-02,55 to 59,82315,81101,74381,91,89.6,82.2
2022-02-02,60 to 64,68147,67219,63023,92.2,91,85.3
2022-02-02,65 to 69,55652,55021,52848,93.5,92.4,88.8
2022-02-02,70 to 74,56618,56137,54610,95.4,94.6,92
2022-02-02,75 to 79,45427,45106,44061,96.4,95.7,93.5
2022-02-02,80 to 84,30874,30695,29845,96.8,96.2,93.6
2022-02-02,85 to 89,21085,20955,20287,96.9,96.3,93.2
2022-02-02,90+,12609,12541,11994,95.7,95.2,91.1
2022-02-01,12 to 15,41095,12265,77,63.6,19,0.1
2022-02-01,16 to 17,23508,18026,2312,75.9,58.2,7.5
2022-02-01,18 to 24,77550,71190,42433,76.7,70.4,42
2022-02-01,25 to 29,56533,52726,33454,74.8,69.8,44.3
2022-02-01,30 to 34,65762,62147,42636,77.5,73.2,50.2
2022-02-01,35 to 39,72428,69594,52495,80.5,77.3,58.3
2022-02-01,40 to 44,79525,77328,63136,83.8,81.5,66.6
2022-02-01,45 to 49,81629,79804,68743,86.9,84.9,73.2
2022-02-01,50 to 54,84256,82925,74845,89.5,88.1,79.5
2022-02-01,55 to 59,82313,81097,74363,91,89.6,82.2
2022-02-01,60 to 64,68145,67219,63011,92.2,91,85.3
2022-02-01,65 to 69,55650,55020,52840,93.5,92.4,88.8
2022-02-01,70 to 74,56618,56137,54602,95.4,94.6,92
2022-02-01,75 to 79,45427,45106,44056,96.4,95.7,93.5
2022-02-01,80 to 84,30874,30695,29843,96.8,96.2,93.6
2022-02-01,85 to 89,21085,20955,20287,96.9,96.3,93.2
2022-02-01,90+,12609,12541,11993,95.7,95.2,91.1
2022-01-31,12 to 15,41061,12146,77,63.6,18.8,0.1
2022-01-31,16 to 17,23500,18010,2297,75.9,58.2,7.4
2022-01-31,18 to 24,77533,71153,42328,76.7,70.4,41.9
2022-01-31,25 to 29,56523,52703,33380,74.8,69.7,44.2
2022-01-31,30 to 34,65752,62127,42563,77.4,73.2,50.1
2022-01-31,35 to 39,72419,69577,52432,80.5,77.3,58.3
2022-01-31,40 to 44,79519,77319,63090,83.8,81.5,66.5
2022-01-31,45 to 49,81625,79795,68705,86.9,84.9,73.1
2022-01-31,50 to 54,84253,82924,74825,89.5,88.1,79.5
2022-01-31,55 to 59,82310,81097,74343,91,89.6,82.2
2022-01-31,60 to 64,68145,67215,63003,92.2,91,85.3
2022-01-31,65 to 69,55649,55020,52837,93.5,92.4,88.8
2022-01-31,70 to 74,56618,56137,54597,95.4,94.6,92
2022-01-31,75 to 79,45426,45106,44053,96.4,95.7,93.5
2022-01-31,80 to 84,30874,30693,29839,96.8,96.2,93.6
2022-01-31,85 to 89,21085,20955,20284,96.9,96.3,93.2
2022-01-31,90+,12609,12541,11992,95.7,95.2,91.1
2022-01-30,12 to 15,41018,11970,76,63.5,18.5,0.1
2022-01-30,16 to 17,23488,17984,2268,75.9,58.1,7.3
2022-01-30,18 to 24,77496,71099,42195,76.6,70.3,41.7
2022-01-30,25 to 29,56499,52680,33289,74.8,69.7,44.1
2022-01-30,30 to 34,65734,62105,42464,77.4,73.2,50
2022-01-30,35 to 39,72407,69563,52359,80.5,77.3,58.2
2022-01-30,40 to 44,79506,77309,63031,83.8,81.5,66.5
2022-01-30,45 to 49,81616,79791,68651,86.9,84.9,73.1
2022-01-30,50 to 54,84251,82922,74794,89.5,88.1,79.4
2022-01-30,55 to 59,82310,81093,74321,91,89.6,82.1
2022-01-30,60 to 64,68145,67213,62992,92.2,91,85.3
2022-01-30,65 to 69,55647,55020,52827,93.5,92.4,88.8
2022-01-30,70 to 74,56618,56134,54590,95.4,94.6,92
2022-01-30,75 to 79,45426,45104,44048,96.4,95.7,93.5
2022-01-30,80 to 84,30873,30693,29838,96.8,96.2,93.5
2022-01-30,85 to 89,21085,20955,20283,96.9,96.3,93.2
2022-01-30,90+,12609,12541,11991,95.7,95.2,91.1
2022-01-29,12 to 15,40888,11506,75,63.3,17.8,0.1
2022-01-29,16 to 17,23481,17928,2216,75.8,57.9,7.2
2022-01-29,18 to 24,77473,71077,42081,76.6,70.3,41.6
2022-01-29,25 to 29,56491,52672,33200,74.8,69.7,43.9
2022-01-29,30 to 34,65720,62088,42386,77.4,73.1,49.9
2022-01-29,35 to 39,72399,69552,52285,80.4,77.3,58.1
2022-01-29,40 to 44,79502,77303,62977,83.8,81.5,66.4
2022-01-29,45 to 49,81610,79789,68607,86.8,84.9,73
2022-01-29,50 to 54,84247,82919,74761,89.5,88.1,79.4
2022-01-29,55 to 59,82307,81092,74306,91,89.6,82.1
2022-01-29,60 to 64,68142,67211,62977,92.2,91,85.2
2022-01-29,65 to 69,55646,55020,52824,93.5,92.4,88.7
2022-01-29,70 to 74,56618,56134,54590,95.4,94.6,92
2022-01-29,75 to 79,45425,45104,44045,96.4,95.7,93.5
2022-01-29,80 to 84,30873,30693,29838,96.8,96.2,93.5
2022-01-29,85 to 89,21085,20955,20283,96.9,96.3,93.2
2022-01-29,90+,12609,12541,11989,95.7,95.2,91
2022-01-28,12 to 15,40712,10739,68,63,16.6,0.1
2022-01-28,16 to 17,23454,17823,2127,75.8,57.6,6.9
2022-01-28,18 to 24,77426,71024,41816,76.6,70.2,41.3
2022-01-28,25 to 29,56466,52625,33028,74.7,69.6,43.7
2022-01-28,30 to 34,65697,62055,42194,77.4,73.1,49.7
2022-01-28,35 to 39,72377,69526,52091,80.4,77.3,57.9
2022-01-28,40 to 44,79491,77283,62813,83.8,81.5,66.2
2022-01-28,45 to 49,81604,79780,68484,86.8,84.9,72.9
2022-01-28,50 to 54,84244,82914,74704,89.5,88.1,79.3
2022-01-28,55 to 59,82301,81088,74251,91,89.6,82.1
2022-01-28,60 to 64,68138,67210,62951,92.2,91,85.2
2022-01-28,65 to 69,55646,55019,52807,93.5,92.4,88.7
2022-01-28,70 to 74,56618,56132,54582,95.4,94.6,92
2022-01-28,75 to 79,45425,45102,44039,96.4,95.7,93.5
2022-01-28,80 to 84,30873,30693,29836,96.8,96.2,93.5
2022-01-28,85 to 89,21085,20955,20283,96.9,96.3,93.2
2022-01-28,90+,12609,12541,11988,95.7,95.2,91
2022-01-27,12 to 15,40648,10400,67,62.9,16.1,0.1
2022-01-27,16 to 17,23436,17773,2089,75.7,57.4,6.7
2022-01-27,18 to 24,77393,70983,41633,76.5,70.2,41.2
2022-01-27,25 to 29,56449,52602,32943,74.7,69.6,43.6
2022-01-27,30 to 34,65682,62042,42109,77.4,73.1,49.6
2022-01-27,35 to 39,72370,69511,51999,80.4,77.2,57.8
2022-01-27,40 to 44,79483,77274,62735,83.8,81.5,66.1
2022-01-27,45 to 49,81596,79775,68428,86.8,84.9,72.8
2022-01-27,50 to 54,84241,82910,74663,89.5,88.1,79.3
2022-01-27,55 to 59,82298,81085,74222,91,89.6,82
2022-01-27,60 to 64,68137,67208,62932,92.2,91,85.2
2022-01-27,65 to 69,55645,55017,52799,93.5,92.4,88.7
2022-01-27,70 to 74,56618,56132,54578,95.4,94.6,92
2022-01-27,75 to 79,45425,45101,44029,96.4,95.7,93.4
2022-01-27,80 to 84,30873,30693,29835,96.8,96.2,93.5
2022-01-27,85 to 89,21085,20955,20275,96.9,96.3,93.2
2022-01-27,90+,12609,12541,11980,95.7,95.2,91
2022-01-26,12 to 15,40539,9993,57,62.8,15.5,0.1
2022-01-26,16 to 17,23421,17708,2052,75.7,57.2,6.6
2022-01-26,18 to 24,77349,70949,41445,76.5,70.2,41
2022-01-26,25 to 29,56423,52578,32817,74.7,69.6,43.4
2022-01-26,30 to 34,65663,62019,41986,77.3,73,49.5
2022-01-26,35 to 39,72354,69493,51877,80.4,77.2,57.6
2022-01-26,40 to 44,79468,77263,62629,83.8,81.5,66
2022-01-26,45 to 49,81593,79772,68355,86.8,84.9,72.7
2022-01-26,50 to 54,84239,82902,74625,89.5,88.1,79.3
2022-01-26,55 to 59,82291,81080,74184,91,89.6,82
2022-01-26,60 to 64,68135,67203,62913,92.2,91,85.1
2022-01-26,65 to 69,55644,55015,52782,93.5,92.4,88.7
2022-01-26,70 to 74,56618,56132,54572,95.4,94.6,92
2022-01-26,75 to 79,45425,45100,44026,96.4,95.7,93.4
2022-01-26,80 to 84,30873,30693,29834,96.8,96.2,93.5
2022-01-26,85 to 89,21085,20955,20275,96.9,96.3,93.2
2022-01-26,90+,12609,12541,11980,95.7,95.2,91
2022-01-25,12 to 15,40463,9559,55,62.7,14.8,0.1
2022-01-25,16 to 17,23405,17653,2000,75.6,57,6.5
2022-01-25,18 to 24,77303,70915,41234,76.4,70.1,40.8
2022-01-25,25 to 29,56406,52562,32686,74.6,69.6,43.3
2022-01-25,30 to 34,65648,62004,41859,77.3,73,49.3
2022-01-25,35 to 39,72349,69480,51766,80.4,77.2,57.5
2022-01-25,40 to 44,79457,77245,62532,83.8,81.4,65.9
2022-01-25,45 to 49,81585,79765,68265,86.8,84.9,72.6
2022-01-25,50 to 54,84235,82896,74582,89.5,88,79.2
2022-01-25,55 to 59,82290,81077,74145,91,89.6,82
2022-01-25,60 to 64,68133,67201,62895,92.2,91,85.1
2022-01-25,65 to 69,55643,55014,52768,93.5,92.4,88.7
2022-01-25,70 to 74,56617,56132,54562,95.4,94.6,92
2022-01-25,75 to 79,45424,45100,44026,96.4,95.7,93.4
2022-01-25,80 to 84,30873,30693,29831,96.8,96.2,93.5
2022-01-25,85 to 89,21085,20955,20273,96.9,96.3,93.2
2022-01-25,90+,12609,12541,11976,95.7,95.2,90.9
2022-01-24,12 to 15,40372,9166,54,62.5,14.2,0.1
2022-01-24,16 to 17,23391,17616,1973,75.6,56.9,6.4
2022-01-24,18 to 24,77275,70886,41045,76.4,70.1,40.6
2022-01-24,25 to 29,56401,52549,32567,74.6,69.5,43.1
2022-01-24,30 to 34,65629,61990,41750,77.3,73,49.2
2022-01-24,35 to 39,72343,69467,51635,80.4,77.2,57.4
2022-01-24,40 to 44,79449,77235,62440,83.8,81.4,65.8
2022-01-24,45 to 49,81582,79759,68187,86.8,84.9,72.6
2022-01-24,50 to 54,84231,82894,74532,89.5,88,79.2
2022-01-24,55 to 59,82286,81075,74115,90.9,89.6,81.9
2022-01-24,60 to 64,68128,67199,62875,92.2,91,85.1
2022-01-24,65 to 69,55642,55014,52755,93.5,92.4,88.6
2022-01-24,70 to 74,56616,56132,54557,95.4,94.6,91.9
2022-01-24,75 to 79,45423,45099,44016,96.4,95.7,93.4
2022-01-24,80 to 84,30872,30693,29830,96.8,96.2,93.5
2022-01-24,85 to 89,21085,20955,20271,96.9,96.3,93.1
2022-01-24,90+,12609,12540,11976,95.7,95.2,90.9
2022-01-23,12 to 15,40320,8924,52,62.4,13.8,0.1
2022-01-23,16 to 17,23376,17580,1944,75.5,56.8,6.3
2022-01-23,18 to 24,77244,70852,40837,76.4,70.1,40.4
2022-01-23,25 to 29,56382,52527,32427,74.6,69.5,42.9
2022-01-23,30 to 34,65614,61974,41630,77.3,73,49
2022-01-23,35 to 39,72334,69453,51514,80.4,77.2,57.2
2022-01-23,40 to 44,79447,77224,62329,83.8,81.4,65.7
2022-01-23,45 to 49,81579,79752,68103,86.8,84.9,72.5
2022-01-23,50 to 54,84228,82888,74478,89.5,88,79.1
2022-01-23,55 to 59,82285,81073,74087,90.9,89.6,81.9
2022-01-23,60 to 64,68128,67197,62854,92.2,90.9,85.1
2022-01-23,65 to 69,55642,55013,52745,93.5,92.4,88.6
2022-01-23,70 to 74,56616,56132,54551,95.4,94.6,91.9
2022-01-23,75 to 79,45423,45099,44013,96.4,95.7,93.4
2022-01-23,80 to 84,30872,30693,29830,96.8,96.2,93.5
2022-01-23,85 to 89,21085,20955,20268,96.9,96.3,93.1
2022-01-23,90+,12608,12540,11975,95.7,95.2,90.9
2022-01-22,12 to 15,40209,8509,51,62.3,13.2,0.1
2022-01-22,16 to 17,23362,17520,1890,75.5,56.6,6.1
2022-01-22,18 to 24,77223,70832,40640,76.4,70,40.2
2022-01-22,25 to 29,56369,52518,32322,74.6,69.5,42.8
2022-01-22,30 to 34,65605,61963,41528,77.3,73,48.9
2022-01-22,35 to 39,72330,69438,51416,80.4,77.2,57.1
2022-01-22,40 to 44,79445,77220,62254,83.8,81.4,65.6
2022-01-22,45 to 49,81575,79747,68040,86.8,84.9,72.4
2022-01-22,50 to 54,84225,82887,74441,89.5,88,79.1
2022-01-22,55 to 59,82284,81070,74062,90.9,89.6,81.9
2022-01-22,60 to 64,68128,67196,62843,92.2,90.9,85.1
2022-01-22,65 to 69,55642,55013,52740,93.5,92.4,88.6
2022-01-22,70 to 74,56616,56131,54549,95.4,94.6,91.9
2022-01-22,75 to 79,45423,45098,44013,96.4,95.7,93.4
2022-01-22,80 to 84,30872,30693,29830,96.8,96.2,93.5
2022-01-22,85 to 89,21085,20955,20267,96.9,96.3,93.1
2022-01-22,90+,12608,12540,11974,95.7,95.2,90.9
2022-01-21,12 to 15,39979,7783,46,61.9,12.1,0.1
2022-01-21,16 to 17,23333,17386,1777,75.4,56.2,5.7
2022-01-21,18 to 24,77155,70779,40311,76.3,70,39.9
2022-01-21,25 to 29,56329,52477,32086,74.5,69.4,42.5
2022-01-21,30 to 34,65575,61933,41290,77.2,72.9,48.6
2022-01-21,35 to 39,72308,69417,51141,80.3,77.1,56.8
2022-01-21,40 to 44,79425,77202,62041,83.7,81.4,65.4
2022-01-21,45 to 49,81561,79731,67874,86.8,84.8,72.2
2022-01-21,50 to 54,84212,82882,74345,89.4,88,79
2022-01-21,55 to 59,82278,81062,73998,90.9,89.6,81.8
2022-01-21,60 to 64,68124,67193,62802,92.2,90.9,85
2022-01-21,65 to 69,55638,55012,52726,93.5,92.4,88.6
2022-01-21,70 to 74,56614,56130,54544,95.4,94.6,91.9
2022-01-21,75 to 79,45423,45096,44008,96.4,95.7,93.4
2022-01-21,80 to 84,30872,30693,29828,96.8,96.2,93.5
2022-01-21,85 to 89,21085,20954,20265,96.9,96.3,93.1
2022-01-21,90+,12608,12540,11974,95.7,95.2,90.9
2022-01-20,12 to 15,39890,7359,45,61.8,11.4,0.1
2022-01-20,16 to 17,23319,17334,1739,75.3,56,5.6
2022-01-20,18 to 24,77116,70737,40087,76.3,69.9,39.6
2022-01-20,25 to 29,56309,52454,31961,74.5,69.4,42.3
2022-01-20,30 to 34,65557,61906,41155,77.2,72.9,48.5
2022-01-20,35 to 39,72296,69402,50997,80.3,77.1,56.7
2022-01-20,40 to 44,79417,77187,61938,83.7,81.4,65.3
2022-01-20,45 to 49,81558,79722,67800,86.8,84.8,72.2
2022-01-20,50 to 54,84211,82880,74304,89.4,88,78.9
2022-01-20,55 to 59,82278,81060,73971,90.9,89.6,81.8
2022-01-20,60 to 64,68123,67191,62782,92.2,90.9,85
2022-01-20,65 to 69,55638,55012,52717,93.5,92.4,88.6
2022-01-20,70 to 74,56614,56128,54541,95.4,94.6,91.9
2022-01-20,75 to 79,45421,45094,44003,96.4,95.7,93.4
2022-01-20,80 to 84,30871,30693,29828,96.8,96.2,93.5
2022-01-20,85 to 89,21085,20954,20261,96.9,96.3,93.1
2022-01-20,90+,12608,12539,11972,95.7,95.2,90.9
2022-01-19,12 to 15,39742,6982,35,61.5,10.8,0.1
2022-01-19,16 to 17,23305,17262,1693,75.3,55.8,5.5
2022-01-19,18 to 24,77082,70694,39879,76.2,69.9,39.4
2022-01-19,25 to 29,56284,52421,31809,74.5,69.4,42.1
2022-01-19,30 to 34,65537,61878,40995,77.2,72.9,48.3
2022-01-19,35 to 39,72280,69382,50839,80.3,77.1,56.5
2022-01-19,40 to 44,79403,77174,61802,83.7,81.4,65.2
2022-01-19,45 to 49,81546,79713,67704,86.8,84.8,72
2022-01-19,50 to 54,84206,82871,74238,89.4,88,78.9
2022-01-19,55 to 59,82274,81054,73940,90.9,89.6,81.7
2022-01-19,60 to 64,68118,67182,62755,92.2,90.9,84.9
2022-01-19,65 to 69,55637,55009,52699,93.5,92.4,88.5
2022-01-19,70 to 74,56614,56126,54531,95.4,94.6,91.9
2022-01-19,75 to 79,45420,45094,43996,96.4,95.7,93.4
2022-01-19,80 to 84,30871,30693,29825,96.8,96.2,93.5
2022-01-19,85 to 89,21085,20954,20259,96.9,96.3,93.1
2022-01-19,90+,12608,12539,11971,95.7,95.2,90.9
2022-01-18,12 to 15,39696,6777,33,61.5,10.5,0.1
2022-01-18,16 to 17,23285,17196,1625,75.2,55.5,5.2
2022-01-18,18 to 24,77033,70649,39658,76.2,69.9,39.2
2022-01-18,25 to 29,56267,52399,31659,74.5,69.3,41.9
2022-01-18,30 to 34,65511,61860,40862,77.2,72.9,48.1
2022-01-18,35 to 39,72267,69367,50710,80.3,77.1,56.3
2022-01-18,40 to 44,79397,77157,61685,83.7,81.4,65
2022-01-18,45 to 49,81540,79702,67611,86.8,84.8,72
2022-01-18,50 to 54,84203,82865,74163,89.4,88,78.8
2022-01-18,55 to 59,82268,81050,73888,90.9,89.6,81.7
2022-01-18,60 to 64,68117,67180,62734,92.2,90.9,84.9
2022-01-18,65 to 69,55633,55009,52682,93.5,92.4,88.5
2022-01-18,70 to 74,56614,56126,54527,95.4,94.6,91.9
2022-01-18,75 to 79,45420,45093,43987,96.4,95.7,93.4
2022-01-18,80 to 84,30870,30693,29813,96.8,96.2,93.5
2022-01-18,85 to 89,21084,20954,20249,96.9,96.3,93
2022-01-18,90+,12608,12538,11961,95.7,95.2,90.8
2022-01-17,12 to 15,39631,6602,33,61.4,10.2,0.1
2022-01-17,16 to 17,23267,17145,1583,75.2,55.4,5.1
2022-01-17,18 to 24,76989,70601,39424,76.1,69.8,39
2022-01-17,25 to 29,56250,52378,31540,74.4,69.3,41.7
2022-01-17,30 to 34,65498,61829,40728,77.1,72.8,48
2022-01-17,35 to 39,72250,69352,50584,80.3,77.1,56.2
2022-01-17,40 to 44,79388,77146,61557,83.7,81.3,64.9
2022-01-17,45 to 49,81531,79695,67500,86.8,84.8,71.8
2022-01-17,50 to 54,84198,82860,74115,89.4,88,78.7
2022-01-17,55 to 59,82261,81047,73854,90.9,89.6,81.6
2022-01-17,60 to 64,68116,67178,62712,92.2,90.9,84.9
2022-01-17,65 to 69,55631,55008,52665,93.5,92.4,88.5
2022-01-17,70 to 74,56611,56126,54524,95.4,94.6,91.9
2022-01-17,75 to 79,45419,45092,43978,96.4,95.7,93.3
2022-01-17,80 to 84,30870,30693,29807,96.8,96.2,93.5
2022-01-17,85 to 89,21084,20954,20242,96.9,96.3,93
2022-01-17,90+,12608,12538,11960,95.7,95.2,90.8
2022-01-16,12 to 15,39553,6392,33,61.2,9.9,0.1
2022-01-16,16 to 17,23255,17097,1533,75.1,55.2,5
2022-01-16,18 to 24,76964,70565,39221,76.1,69.8,38.8
2022-01-16,25 to 29,56221,52347,31387,74.4,69.3,41.5
2022-01-16,30 to 34,65478,61806,40570,77.1,72.8,47.8
2022-01-16,35 to 39,72236,69323,50438,80.3,77,56
2022-01-16,40 to 44,79383,77134,61442,83.7,81.3,64.8
2022-01-16,45 to 49,81525,79685,67399,86.8,84.8,71.7
2022-01-16,50 to 54,84196,82855,74066,89.4,88,78.7
2022-01-16,55 to 59,82256,81042,73808,90.9,89.6,81.6
2022-01-16,60 to 64,68113,67175,62696,92.2,90.9,84.9
2022-01-16,65 to 69,55628,55006,52657,93.5,92.4,88.5
2022-01-16,70 to 74,56610,56124,54518,95.4,94.6,91.9
2022-01-16,75 to 79,45419,45091,43970,96.4,95.7,93.3
2022-01-16,80 to 84,30870,30693,29804,96.8,96.2,93.4
2022-01-16,85 to 89,21084,20954,20241,96.9,96.3,93
2022-01-16,90+,12608,12538,11959,95.7,95.2,90.8
2022-01-15,12 to 15,39304,5781,33,60.9,9,0.1
2022-01-15,16 to 17,23238,17045,1496,75.1,55.1,4.8
2022-01-15,18 to 24,76939,70536,39055,76.1,69.7,38.6
2022-01-15,25 to 29,56196,52335,31264,74.4,69.3,41.4
2022-01-15,30 to 34,65458,61789,40449,77.1,72.8,47.6
2022-01-15,35 to 39,72234,69311,50282,80.3,77,55.9
2022-01-15,40 to 44,79376,77127,61309,83.7,81.3,64.6
2022-01-15,45 to 49,81519,79680,67294,86.8,84.8,71.6
2022-01-15,50 to 54,84192,82851,74011,89.4,88,78.6
2022-01-15,55 to 59,82256,81035,73774,90.9,89.6,81.5
2022-01-15,60 to 64,68113,67172,62680,92.2,90.9,84.8
2022-01-15,65 to 69,55628,55006,52647,93.5,92.4,88.5
2022-01-15,70 to 74,56608,56124,54513,95.4,94.6,91.9
2022-01-15,75 to 79,45419,45091,43970,96.4,95.7,93.3
2022-01-15,80 to 84,30870,30693,29804,96.8,96.2,93.4
2022-01-15,85 to 89,21084,20954,20239,96.9,96.3,93
2022-01-15,90+,12608,12538,11959,95.7,95.2,90.8
2022-01-14,12 to 15,39069,5098,29,60.5,7.9,0
2022-01-14,16 to 17,23196,16915,1398,74.9,54.6,4.5
2022-01-14,18 to 24,76891,70476,38622,76,69.7,38.2
2022-01-14,25 to 29,56159,52291,30964,74.3,69.2,41
2022-01-14,30 to 34,65413,61744,40122,77,72.7,47.3
2022-01-14,35 to 39,72204,69280,49945,80.2,77,55.5
2022-01-14,40 to 44,79345,77102,60979,83.7,81.3,64.3
2022-01-14,45 to 49,81505,79667,67051,86.7,84.8,71.4
2022-01-14,50 to 54,84190,82845,73883,89.4,88,78.5
2022-01-14,55 to 59,82254,81030,73680,90.9,89.6,81.4
2022-01-14,60 to 64,68109,67167,62632,92.2,90.9,84.8
2022-01-14,65 to 69,55627,55004,52625,93.5,92.4,88.4
2022-01-14,70 to 74,56608,56123,54498,95.4,94.6,91.8
2022-01-14,75 to 79,45419,45090,43967,96.4,95.7,93.3
2022-01-14,80 to 84,30870,30693,29802,96.8,96.2,93.4
2022-01-14,85 to 89,21084,20952,20233,96.9,96.3,93
2022-01-14,90+,12608,12538,11956,95.7,95.2,90.8
2022-01-13,12 to 15,38931,4752,29,60.3,7.4,0
2022-01-13,16 to 17,23179,16853,1355,74.9,54.4,4.4
2022-01-13,18 to 24,76854,70439,38368,76,69.6,37.9
2022-01-13,25 to 29,56137,52265,30745,74.3,69.2,40.7
2022-01-13,30 to 34,65393,61714,39914,77,72.7,47
2022-01-13,35 to 39,72179,69265,49679,80.2,77,55.2
2022-01-13,40 to 44,79331,77089,60728,83.6,81.3,64
2022-01-13,45 to 49,81496,79660,66873,86.7,84.8,71.2
2022-01-13,50 to 54,84177,82840,73769,89.4,88,78.4
2022-01-13,55 to 59,82251,81026,73605,90.9,89.6,81.4
2022-01-13,60 to 64,68107,67163,62593,92.2,90.9,84.7
2022-01-13,65 to 69,55624,55003,52616,93.5,92.4,88.4
2022-01-13,70 to 74,56607,56122,54488,95.4,94.6,91.8
2022-01-13,75 to 79,45417,45088,43962,96.4,95.7,93.3
2022-01-13,80 to 84,30869,30692,29795,96.8,96.2,93.4
2022-01-13,85 to 89,21084,20951,20229,96.9,96.3,93
2022-01-13,90+,12608,12538,11949,95.7,95.2,90.7
2022-01-12,12 to 15,38793,4336,28,60.1,6.7,0
2022-01-12,16 to 17,23166,16791,1332,74.8,54.2,4.3
2022-01-12,18 to 24,76820,70385,38037,76,69.6,37.6
2022-01-12,25 to 29,56108,52232,30507,74.3,69.1,40.4
2022-01-12,30 to 34,65365,61686,39691,77,72.7,46.8
2022-01-12,35 to 39,72166,69241,49467,80.2,76.9,55
2022-01-12,40 to 44,79325,77076,60538,83.6,81.3,63.8
2022-01-12,45 to 49,81487,79650,66731,86.7,84.8,71
2022-01-12,50 to 54,84172,82833,73677,89.4,88,78.3
2022-01-12,55 to 59,82245,81025,73545,90.9,89.6,81.3
2022-01-12,60 to 64,68107,67162,62547,92.2,90.9,84.7
2022-01-12,65 to 69,55621,54999,52599,93.4,92.4,88.4
