date,age,cumu_first,cumu_second,cumu_third,prop_first,prop_second,prop_third
2021-08-05,90+,12570,12383,5,95.5,94,0
2021-08-04,12 to 15,58,24,0,0.1,0,0
2021-08-04,16 to 17,2045,1193,0,6.6,3.9,0
2021-08-04,18 to 24,67913,17885,5,67.2,17.7,0
2021-08-04,25 to 29,50909,20610,4,67.4,27.3,0
2021-08-04,30 to 34,60463,40498,9,71.2,47.7,0
2021-08-04,35 to 39,68579,55448,13,76.2,61.6,0
2021-08-04,40 to 44,76911,69954,14,81.1,73.8,0
2021-08-04,45 to 49,79771,75535,14,84.9,80.4,0
2021-08-04,50 to 54,83069,80674,19,88.2,85.7,0
2021-08-04,55 to 59,81307,78888,20,89.9,87.2,0
2021-08-04,60 to 64,67467,65702,19,91.3,88.9,0
2021-08-04,65 to 69,55164,54398,8,92.7,91.4,0
2021-08-04,70 to 74,56242,55762,9,94.8,94,0
2021-08-04,75 to 79,45192,44867,8,95.9,95.2,0
2021-08-04,80 to 84,30742,30414,8,96.4,95.4,0
2021-08-04,85 to 89,21009,20755,10,96.5,95.4,0
2021-08-04,90+,12570,12382,5,95.5,94,0
2021-08-03,12 to 15,55,24,0,0.1,0,0
2021-08-03,16 to 17,2005,1188,0,6.5,3.8,0
2021-08-03,18 to 24,67729,17654,5,67,17.5,0
2021-08-03,25 to 29,50824,19700,4,67.3,26.1,0
2021-08-03,30 to 34,60402,39786,9,71.1,46.9,0
2021-08-03,35 to 39,68540,55019,13,76.2,61.1,0
2021-08-03,40 to 44,76888,69755,13,81.1,73.5,0
2021-08-03,45 to 49,79757,75437,13,84.9,80.3,0
2021-08-03,50 to 54,83062,80650,18,88.2,85.7,0
2021-08-03,55 to 59,81299,78867,20,89.9,87.2,0
2021-08-03,60 to 64,67464,65694,17,91.3,88.9,0
2021-08-03,65 to 69,55163,54395,8,92.7,91.4,0
2021-08-03,70 to 74,56241,55758,9,94.8,94,0
2021-08-03,75 to 79,45192,44867,8,95.9,95.2,0
2021-08-03,80 to 84,30742,30414,8,96.4,95.4,0
2021-08-03,85 to 89,21009,20753,10,96.5,95.4,0
2021-08-03,90+,12570,12381,5,95.5,94,0
2021-08-02,12 to 15,55,24,0,0.1,0,0
2021-08-02,16 to 17,1934,1183,0,6.2,3.8,0
2021-08-02,18 to 24,67555,17357,3,66.8,17.2,0
2021-08-02,25 to 29,50772,18950,3,67.2,25.1,0
2021-08-02,30 to 34,60346,38672,9,71.1,45.6,0
2021-08-02,35 to 39,68493,54448,13,76.1,60.5,0
2021-08-02,40 to 44,76861,69494,13,81,73.3,0
2021-08-02,45 to 49,79736,75336,13,84.9,80.2,0
2021-08-02,50 to 54,83046,80623,18,88.2,85.6,0
2021-08-02,55 to 59,81296,78847,20,89.9,87.1,0
2021-08-02,60 to 64,67462,65679,17,91.3,88.9,0
2021-08-02,65 to 69,55160,54387,8,92.7,91.4,0
2021-08-02,70 to 74,56239,55750,9,94.8,94,0
2021-08-02,75 to 79,45189,44864,8,95.9,95.2,0
2021-08-02,80 to 84,30742,30413,8,96.4,95.4,0
2021-08-02,85 to 89,21009,20752,10,96.5,95.4,0
2021-08-02,90+,12570,12379,5,95.5,94,0
2021-08-01,12 to 15,55,24,0,0.1,0,0
2021-08-01,16 to 17,1916,1179,0,6.2,3.8,0
2021-08-01,18 to 24,67392,17058,2,66.6,16.9,0
2021-08-01,25 to 29,50713,18549,3,67.1,24.5,0
2021-08-01,30 to 34,60293,37929,8,71,44.7,0
2021-08-01,35 to 39,68461,54095,13,76.1,60.1,0
2021-08-01,40 to 44,76838,69276,13,81,73,0
2021-08-01,45 to 49,79713,75219,13,84.8,80,0
2021-08-01,50 to 54,83041,80594,18,88.2,85.6,0
2021-08-01,55 to 59,81291,78831,20,89.9,87.1,0
2021-08-01,60 to 64,67454,65664,17,91.3,88.9,0
2021-08-01,65 to 69,55160,54382,8,92.7,91.4,0
2021-08-01,70 to 74,56237,55746,9,94.8,93.9,0
2021-08-01,75 to 79,45187,44862,8,95.9,95.2,0
2021-08-01,80 to 84,30740,30413,8,96.4,95.4,0
2021-08-01,85 to 89,21009,20751,10,96.5,95.4,0
2021-08-01,90+,12570,12379,5,95.5,94,0
2021-07-31,12 to 15,55,24,0,0.1,0,0
2021-07-31,16 to 17,1900,1173,0,6.1,3.8,0
2021-07-31,18 to 24,67301,16888,2,66.5,16.7,0
2021-07-31,25 to 29,50679,18069,3,67.1,23.9,0
2021-07-31,30 to 34,60269,37108,8,71,43.7,0
2021-07-31,35 to 39,68441,53668,13,76.1,59.6,0
2021-07-31,40 to 44,76823,69065,13,81,72.8,0
2021-07-31,45 to 49,79706,75134,13,84.8,80,0
2021-07-31,50 to 54,83036,80578,18,88.2,85.6,0
2021-07-31,55 to 59,81288,78818,20,89.8,87.1,0
2021-07-31,60 to 64,67453,65654,17,91.3,88.9,0
2021-07-31,65 to 69,55159,54375,8,92.7,91.4,0
2021-07-31,70 to 74,56237,55745,9,94.8,93.9,0
2021-07-31,75 to 79,45187,44861,8,95.9,95.2,0
2021-07-31,80 to 84,30738,30413,8,96.4,95.4,0
2021-07-31,85 to 89,21009,20751,10,96.5,95.4,0
2021-07-31,90+,12569,12379,5,95.4,94,0
2021-07-30,12 to 15,55,24,0,0.1,0,0
2021-07-30,16 to 17,1856,1160,0,6,3.7,0
2021-07-30,18 to 24,67070,16551,2,66.3,16.4,0
2021-07-30,25 to 29,50584,17313,3,66.9,22.9,0
2021-07-30,30 to 34,60195,35362,8,70.9,41.7,0
2021-07-30,35 to 39,68373,52627,13,76,58.5,0
2021-07-30,40 to 44,76781,68582,12,81,72.3,0
2021-07-30,45 to 49,79683,74910,13,84.8,79.7,0
2021-07-30,50 to 54,83015,80506,18,88.2,85.5,0
2021-07-30,55 to 59,81277,78779,20,89.8,87.1,0
2021-07-30,60 to 64,67446,65643,17,91.3,88.8,0
2021-07-30,65 to 69,55155,54369,8,92.7,91.3,0
2021-07-30,70 to 74,56235,55733,9,94.8,93.9,0
2021-07-30,75 to 79,45187,44859,8,95.9,95.2,0
2021-07-30,80 to 84,30738,30412,8,96.4,95.3,0
2021-07-30,85 to 89,21009,20750,10,96.5,95.3,0
2021-07-30,90+,12569,12378,5,95.4,94,0
2021-07-29,12 to 15,54,24,0,0.1,0,0
2021-07-29,16 to 17,1842,1154,0,5.9,3.7,0
2021-07-29,18 to 24,66920,16358,2,66.2,16.2,0
2021-07-29,25 to 29,50505,16996,3,66.8,22.5,0
2021-07-29,30 to 34,60141,34253,8,70.8,40.3,0
2021-07-29,35 to 39,68329,51962,12,75.9,57.7,0
2021-07-29,40 to 44,76750,68232,12,80.9,71.9,0
2021-07-29,45 to 49,79667,74736,13,84.8,79.5,0
2021-07-29,50 to 54,83001,80469,18,88.2,85.5,0
2021-07-29,55 to 59,81273,78750,20,89.8,87,0
2021-07-29,60 to 64,67439,65627,17,91.3,88.8,0
2021-07-29,65 to 69,55151,54364,8,92.7,91.3,0
2021-07-29,70 to 74,56233,55728,9,94.8,93.9,0
2021-07-29,75 to 79,45185,44856,8,95.9,95.2,0
2021-07-29,80 to 84,30738,30412,8,96.4,95.3,0
2021-07-29,85 to 89,21009,20749,10,96.5,95.3,0
2021-07-29,90+,12569,12377,5,95.4,94,0
2021-07-28,12 to 15,54,23,0,0.1,0,0
2021-07-28,16 to 17,1819,1146,0,5.9,3.7,0
2021-07-28,18 to 24,66666,16110,2,65.9,15.9,0
2021-07-28,25 to 29,50404,16608,3,66.7,22,0
2021-07-28,30 to 34,60067,32499,7,70.8,38.3,0
2021-07-28,35 to 39,68280,50921,11,75.9,56.6,0
2021-07-28,40 to 44,76717,67751,12,80.9,71.4,0
2021-07-28,45 to 49,79634,74508,13,84.7,79.3,0
2021-07-28,50 to 54,82985,80407,18,88.1,85.4,0
2021-07-28,55 to 59,81266,78721,20,89.8,87,0
2021-07-28,60 to 64,67432,65600,17,91.3,88.8,0
2021-07-28,65 to 69,55148,54355,8,92.7,91.3,0
2021-07-28,70 to 74,56233,55724,9,94.8,93.9,0
2021-07-28,75 to 79,45184,44853,8,95.9,95.2,0
2021-07-28,80 to 84,30738,30409,8,96.4,95.3,0
2021-07-28,85 to 89,21009,20748,10,96.5,95.3,0
2021-07-28,90+,12569,12377,5,95.4,94,0
2021-07-27,12 to 15,54,23,0,0.1,0,0
2021-07-27,16 to 17,1803,1140,0,5.8,3.7,0
2021-07-27,18 to 24,66401,15932,2,65.7,15.8,0
2021-07-27,25 to 29,50327,16450,3,66.6,21.8,0
2021-07-27,30 to 34,59990,31327,7,70.7,36.9,0
2021-07-27,35 to 39,68233,50234,11,75.8,55.8,0
2021-07-27,40 to 44,76694,67379,12,80.9,71,0
2021-07-27,45 to 49,79618,74355,13,84.7,79.1,0
2021-07-27,50 to 54,82975,80377,18,88.1,85.4,0
2021-07-27,55 to 59,81257,78696,20,89.8,87,0
2021-07-27,60 to 64,67425,65584,17,91.3,88.8,0
2021-07-27,65 to 69,55145,54349,8,92.6,91.3,0
2021-07-27,70 to 74,56233,55715,9,94.8,93.9,0
2021-07-27,75 to 79,45179,44849,8,95.9,95.2,0
2021-07-27,80 to 84,30737,30407,8,96.4,95.3,0
2021-07-27,85 to 89,21009,20747,10,96.5,95.3,0
2021-07-27,90+,12569,12375,5,95.4,94,0
2021-07-26,12 to 15,52,22,0,0.1,0,0
2021-07-26,16 to 17,1790,1136,0,5.8,3.7,0
2021-07-26,18 to 24,66202,15786,2,65.5,15.6,0
2021-07-26,25 to 29,50256,16294,3,66.5,21.6,0
2021-07-26,30 to 34,59932,30640,7,70.6,36.1,0
2021-07-26,35 to 39,68200,49716,11,75.8,55.2,0
2021-07-26,40 to 44,76667,67057,12,80.8,70.7,0
2021-07-26,45 to 49,79588,74206,13,84.7,79,0
2021-07-26,50 to 54,82961,80353,18,88.1,85.3,0
2021-07-26,55 to 59,81249,78677,20,89.8,87,0
2021-07-26,60 to 64,67421,65573,17,91.3,88.8,0
2021-07-26,65 to 69,55143,54337,8,92.6,91.3,0
2021-07-26,70 to 74,56233,55713,9,94.8,93.9,0
2021-07-26,75 to 79,45179,44845,8,95.9,95.2,0
2021-07-26,80 to 84,30736,30407,8,96.4,95.3,0
2021-07-26,85 to 89,21009,20745,10,96.5,95.3,0
2021-07-26,90+,12569,12374,5,95.4,94,0
2021-07-25,12 to 15,52,22,0,0.1,0,0
2021-07-25,16 to 17,1776,1132,0,5.7,3.7,0
2021-07-25,18 to 24,65964,15553,2,65.2,15.4,0
2021-07-25,25 to 29,50172,16132,3,66.4,21.3,0
2021-07-25,30 to 34,59874,29828,7,70.5,35.1,0
2021-07-25,35 to 39,68149,49164,11,75.7,54.6,0
2021-07-25,40 to 44,76638,66718,12,80.8,70.3,0
2021-07-25,45 to 49,79576,74071,13,84.7,78.8,0
2021-07-25,50 to 54,82953,80314,18,88.1,85.3,0
2021-07-25,55 to 59,81246,78666,20,89.8,86.9,0
2021-07-25,60 to 64,67413,65565,17,91.2,88.7,0
2021-07-25,65 to 69,55142,54331,8,92.6,91.3,0
2021-07-25,70 to 74,56231,55708,9,94.8,93.9,0
2021-07-25,75 to 79,45179,44842,8,95.9,95.2,0
2021-07-25,80 to 84,30736,30405,8,96.4,95.3,0
2021-07-25,85 to 89,21009,20744,9,96.5,95.3,0
2021-07-25,90+,12569,12374,5,95.4,94,0
2021-07-24,12 to 15,51,22,0,0.1,0,0
2021-07-24,16 to 17,1767,1130,0,5.7,3.7,0
2021-07-24,18 to 24,65893,15473,2,65.2,15.3,0
2021-07-24,25 to 29,50150,16041,3,66.4,21.2,0
2021-07-24,30 to 34,59840,29105,7,70.5,34.3,0
2021-07-24,35 to 39,68125,48432,11,75.7,53.8,0
2021-07-24,40 to 44,76629,66464,11,80.8,70.1,0
2021-07-24,45 to 49,79564,73983,13,84.7,78.7,0
2021-07-24,50 to 54,82948,80290,18,88.1,85.3,0
2021-07-24,55 to 59,81242,78646,20,89.8,86.9,0
2021-07-24,60 to 64,67412,65555,17,91.2,88.7,0
2021-07-24,65 to 69,55141,54327,8,92.6,91.3,0
2021-07-24,70 to 74,56231,55706,9,94.8,93.9,0
2021-07-24,75 to 79,45179,44840,8,95.9,95.2,0
2021-07-24,80 to 84,30735,30405,8,96.4,95.3,0
2021-07-24,85 to 89,21009,20742,9,96.5,95.3,0
2021-07-24,90+,12569,12374,5,95.4,94,0
2021-07-23,12 to 15,49,22,0,0.1,0,0
2021-07-23,16 to 17,1720,1126,0,5.6,3.6,0
2021-07-23,18 to 24,65603,15328,2,64.9,15.2,0
2021-07-23,25 to 29,50021,15838,3,66.2,21,0
2021-07-23,30 to 34,59742,27661,7,70.4,32.6,0
2021-07-23,35 to 39,68043,46945,11,75.6,52.2,0
2021-07-23,40 to 44,76580,65907,11,80.7,69.5,0
2021-07-23,45 to 49,79537,73745,12,84.6,78.5,0
2021-07-23,50 to 54,82934,80237,18,88.1,85.2,0
2021-07-23,55 to 59,81232,78626,20,89.8,86.9,0
2021-07-23,60 to 64,67407,65539,17,91.2,88.7,0
2021-07-23,65 to 69,55132,54319,8,92.6,91.3,0
2021-07-23,70 to 74,56228,55700,9,94.8,93.9,0
2021-07-23,75 to 79,45178,44838,8,95.9,95.2,0
2021-07-23,80 to 84,30735,30401,8,96.4,95.3,0
2021-07-23,85 to 89,21009,20741,9,96.5,95.3,0
2021-07-23,90+,12569,12374,5,95.4,94,0
2021-07-22,12 to 15,47,22,0,0.1,0,0
2021-07-22,16 to 17,1706,1121,0,5.5,3.6,0
2021-07-22,18 to 24,65336,15186,2,64.6,15,0
2021-07-22,25 to 29,49920,15599,3,66.1,20.6,0
2021-07-22,30 to 34,59649,26227,7,70.3,30.9,0
2021-07-22,35 to 39,67981,45494,11,75.5,50.6,0
2021-07-22,40 to 44,76550,65393,11,80.7,68.9,0
2021-07-22,45 to 49,79518,73532,12,84.6,78.3,0
2021-07-22,50 to 54,82918,80190,18,88.1,85.2,0
2021-07-22,55 to 59,81219,78604,20,89.8,86.9,0
2021-07-22,60 to 64,67402,65520,17,91.2,88.7,0
2021-07-22,65 to 69,55130,54307,8,92.6,91.2,0
2021-07-22,70 to 74,56227,55691,9,94.8,93.9,0
2021-07-22,75 to 79,45178,44833,8,95.9,95.2,0
2021-07-22,80 to 84,30735,30397,8,96.4,95.3,0
2021-07-22,85 to 89,21009,20735,9,96.5,95.3,0
2021-07-22,90+,12569,12373,5,95.4,94,0
2021-07-21,12 to 15,45,22,0,0.1,0,0
2021-07-21,16 to 17,1686,1118,0,5.4,3.6,0
2021-07-21,18 to 24,65022,15055,1,64.3,14.9,0
2021-07-21,25 to 29,49817,15445,3,65.9,20.4,0
2021-07-21,30 to 34,59539,25170,7,70.1,29.6,0
2021-07-21,35 to 39,67933,44137,10,75.5,49,0
2021-07-21,40 to 44,76520,64801,10,80.7,68.3,0
2021-07-21,45 to 49,79483,73319,11,84.6,78,0
2021-07-21,50 to 54,82910,80138,18,88.1,85.1,0
2021-07-21,55 to 59,81214,78581,20,89.8,86.9,0
2021-07-21,60 to 64,67398,65509,17,91.2,88.7,0
2021-07-21,65 to 69,55128,54295,8,92.6,91.2,0
2021-07-21,70 to 74,56226,55689,9,94.8,93.9,0
2021-07-21,75 to 79,45176,44826,7,95.9,95.1,0
2021-07-21,80 to 84,30734,30393,8,96.4,95.3,0
2021-07-21,85 to 89,21009,20734,9,96.5,95.3,0
2021-07-21,90+,12568,12372,5,95.4,93.9,0
2021-07-20,12 to 15,41,16,0,0.1,0,0
2021-07-20,16 to 17,1674,1103,0,5.4,3.6,0
2021-07-20,18 to 24,64720,14940,0,64,14.8,0
2021-07-20,25 to 29,49692,15291,3,65.8,20.2,0
2021-07-20,30 to 34,59458,23780,7,70,28,0
2021-07-20,35 to 39,67879,42582,10,75.4,47.3,0
2021-07-20,40 to 44,76487,64073,10,80.6,67.6,0
2021-07-20,45 to 49,79459,73045,11,84.6,77.7,0
2021-07-20,50 to 54,82894,80095,18,88,85.1,0
2021-07-20,55 to 59,81206,78554,20,89.8,86.8,0
2021-07-20,60 to 64,67390,65494,17,91.2,88.6,0
2021-07-20,65 to 69,55119,54277,8,92.6,91.2,0
2021-07-20,70 to 74,56225,55682,9,94.8,93.8,0
2021-07-20,75 to 79,45175,44821,7,95.9,95.1,0
2021-07-20,80 to 84,30733,30391,8,96.4,95.3,0
2021-07-20,85 to 89,21009,20731,9,96.5,95.3,0
2021-07-20,90+,12568,12371,5,95.4,93.9,0
2021-07-19,12 to 15,41,14,0,0.1,0,0
2021-07-19,16 to 17,1656,1092,0,5.3,3.5,0
2021-07-19,18 to 24,64385,14831,0,63.7,14.7,0
2021-07-19,25 to 29,49567,15179,3,65.6,20.1,0
2021-07-19,30 to 34,59356,22742,7,69.9,26.8,0
2021-07-19,35 to 39,67809,40866,10,75.3,45.4,0
2021-07-19,40 to 44,76452,63420,10,80.6,66.9,0
2021-07-19,45 to 49,79435,72792,11,84.5,77.5,0
2021-07-19,50 to 54,82877,80055,18,88,85,0
2021-07-19,55 to 59,81203,78525,20,89.8,86.8,0
2021-07-19,60 to 64,67387,65483,17,91.2,88.6,0
2021-07-19,65 to 69,55112,54270,8,92.6,91.2,0
2021-07-19,70 to 74,56220,55677,9,94.7,93.8,0
2021-07-19,75 to 79,45172,44821,7,95.9,95.1,0
2021-07-19,80 to 84,30733,30389,8,96.4,95.3,0
2021-07-19,85 to 89,21009,20728,9,96.5,95.2,0
2021-07-19,90+,12567,12370,5,95.4,93.9,0
2021-07-18,12 to 15,41,14,0,0.1,0,0
2021-07-18,16 to 17,1651,1086,0,5.3,3.5,0
2021-07-18,18 to 24,64086,14745,0,63.4,14.6,0
2021-07-18,25 to 29,49458,15069,3,65.5,19.9,0
2021-07-18,30 to 34,59238,22210,7,69.8,26.2,0
2021-07-18,35 to 39,67740,39505,10,75.3,43.9,0
2021-07-18,40 to 44,76409,62498,10,80.6,65.9,0
2021-07-18,45 to 49,79417,72491,10,84.5,77.1,0
2021-07-18,50 to 54,82867,80000,18,88,85,0
2021-07-18,55 to 59,81190,78507,19,89.7,86.8,0
2021-07-18,60 to 64,67377,65473,17,91.2,88.6,0
2021-07-18,65 to 69,55109,54263,8,92.6,91.2,0
2021-07-18,70 to 74,56220,55667,9,94.7,93.8,0
2021-07-18,75 to 79,45171,44820,7,95.9,95.1,0
2021-07-18,80 to 84,30733,30388,8,96.4,95.3,0
2021-07-18,85 to 89,21008,20725,9,96.5,95.2,0
2021-07-18,90+,12567,12369,5,95.4,93.9,0
2021-07-17,12 to 15,41,14,0,0.1,0,0
2021-07-17,16 to 17,1644,1075,0,5.3,3.5,0
2021-07-17,18 to 24,63880,14635,0,63.2,14.5,0
2021-07-17,25 to 29,49366,14949,3,65.3,19.8,0
2021-07-17,30 to 34,59160,21528,7,69.7,25.4,0
2021-07-17,35 to 39,67694,37277,10,75.2,41.4,0
2021-07-17,40 to 44,76376,61903,10,80.5,65.3,0
2021-07-17,45 to 49,79401,72284,10,84.5,76.9,0
2021-07-17,50 to 54,82854,79954,18,88,84.9,0
2021-07-17,55 to 59,81179,78481,19,89.7,86.7,0
2021-07-17,60 to 64,67375,65461,17,91.2,88.6,0
2021-07-17,65 to 69,55109,54257,8,92.6,91.2,0
2021-07-17,70 to 74,56219,55663,9,94.7,93.8,0
2021-07-17,75 to 79,45170,44819,7,95.9,95.1,0
2021-07-17,80 to 84,30733,30387,8,96.4,95.3,0
2021-07-17,85 to 89,21008,20725,9,96.5,95.2,0
2021-07-17,90+,12567,12369,5,95.4,93.9,0
2021-07-16,12 to 15,41,14,0,0.1,0,0
2021-07-16,16 to 17,1613,1040,0,5.2,3.4,0
2021-07-16,18 to 24,63382,14401,0,62.7,14.2,0
2021-07-16,25 to 29,49158,14589,3,65.1,19.3,0
2021-07-16,30 to 34,58998,20123,7,69.5,23.7,0
2021-07-16,35 to 39,67579,33861,10,75.1,37.6,0
2021-07-16,40 to 44,76299,60490,10,80.4,63.8,0
2021-07-16,45 to 49,79342,71730,10,84.4,76.3,0
2021-07-16,50 to 54,82822,79861,17,88,84.8,0
2021-07-16,55 to 59,81163,78432,19,89.7,86.7,0
2021-07-16,60 to 64,67368,65433,16,91.2,88.6,0
2021-07-16,65 to 69,55104,54239,8,92.6,91.1,0
2021-07-16,70 to 74,56219,55651,9,94.7,93.8,0
2021-07-16,75 to 79,45167,44810,7,95.9,95.1,0
2021-07-16,80 to 84,30733,30386,8,96.4,95.3,0
2021-07-16,85 to 89,21007,20724,9,96.5,95.2,0
2021-07-16,90+,12566,12366,5,95.4,93.9,0
2021-07-15,12 to 15,40,14,0,0.1,0,0
2021-07-15,16 to 17,1611,1033,0,5.2,3.3,0
2021-07-15,18 to 24,63051,14312,0,62.3,14.2,0
2021-07-15,25 to 29,49025,14478,3,64.9,19.2,0
2021-07-15,30 to 34,58904,19678,7,69.4,23.2,0
2021-07-15,35 to 39,67518,32666,10,75,36.3,0
2021-07-15,40 to 44,76260,59722,10,80.4,63,0
2021-07-15,45 to 49,79326,71308,10,84.4,75.9,0
2021-07-15,50 to 54,82806,79811,16,88,84.8,0
2021-07-15,55 to 59,81155,78406,19,89.7,86.7,0
2021-07-15,60 to 64,67366,65422,16,91.2,88.5,0
2021-07-15,65 to 69,55102,54233,8,92.6,91.1,0
2021-07-15,70 to 74,56217,55648,9,94.7,93.8,0
2021-07-15,75 to 79,45166,44810,7,95.9,95.1,0
2021-07-15,80 to 84,30733,30385,8,96.4,95.3,0
2021-07-15,85 to 89,21007,20722,9,96.5,95.2,0
2021-07-15,90+,12566,12366,5,95.4,93.9,0
2021-07-14,12 to 15,40,14,0,0.1,0,0
2021-07-14,16 to 17,1607,1031,0,5.2,3.3,0
2021-07-14,18 to 24,62644,14191,0,61.9,14,0
2021-07-14,25 to 29,48849,14375,3,64.6,19,0
2021-07-14,30 to 34,58791,19448,6,69.2,22.9,0
2021-07-14,35 to 39,67419,31261,10,74.9,34.7,0
2021-07-14,40 to 44,76209,58520,9,80.4,61.7,0
2021-07-14,45 to 49,79293,70826,10,84.4,75.4,0
2021-07-14,50 to 54,82789,79749,16,87.9,84.7,0
2021-07-14,55 to 59,81146,78376,19,89.7,86.6,0
2021-07-14,60 to 64,67361,65396,15,91.2,88.5,0
2021-07-14,65 to 69,55096,54223,7,92.6,91.1,0
2021-07-14,70 to 74,56217,55645,9,94.7,93.8,0
2021-07-14,75 to 79,45166,44810,7,95.9,95.1,0
2021-07-14,80 to 84,30731,30383,8,96.3,95.3,0
2021-07-14,85 to 89,21005,20722,9,96.5,95.2,0
2021-07-14,90+,12566,12366,5,95.4,93.9,0
2021-07-13,12 to 15,40,13,0,0.1,0,0
2021-07-13,16 to 17,1599,1017,0,5.2,3.3,0
2021-07-13,18 to 24,62184,14063,0,61.5,13.9,0
2021-07-13,25 to 29,48705,14242,3,64.5,18.8,0
2021-07-13,30 to 34,58686,19250,6,69.1,22.7,0
2021-07-13,35 to 39,67322,29671,10,74.8,33,0
2021-07-13,40 to 44,76169,57587,9,80.3,60.7,0
2021-07-13,45 to 49,79271,70332,10,84.4,74.8,0
2021-07-13,50 to 54,82774,79681,16,87.9,84.6,0
2021-07-13,55 to 59,81141,78345,19,89.7,86.6,0
2021-07-13,60 to 64,67357,65381,15,91.2,88.5,0
2021-07-13,65 to 69,55093,54209,7,92.6,91.1,0
2021-07-13,70 to 74,56216,55639,9,94.7,93.8,0
2021-07-13,75 to 79,45165,44803,7,95.9,95.1,0
2021-07-13,80 to 84,30730,30378,8,96.3,95.2,0
2021-07-13,85 to 89,21005,20721,9,96.5,95.2,0
2021-07-13,90+,12566,12364,5,95.4,93.9,0
2021-07-12,12 to 15,40,12,0,0.1,0,0
2021-07-12,16 to 17,1595,1010,0,5.2,3.3,0
2021-07-12,18 to 24,61777,13983,0,61.1,13.8,0
2021-07-12,25 to 29,48556,14191,3,64.3,18.8,0
2021-07-12,30 to 34,58593,19127,5,69,22.5,0
2021-07-12,35 to 39,67256,28586,10,74.7,31.8,0
2021-07-12,40 to 44,76119,56905,9,80.3,60,0
2021-07-12,45 to 49,79246,69855,10,84.3,74.3,0
2021-07-12,50 to 54,82759,79612,16,87.9,84.6,0
2021-07-12,55 to 59,81135,78325,19,89.7,86.6,0
2021-07-12,60 to 64,67349,65354,15,91.2,88.5,0
2021-07-12,65 to 69,55092,54200,6,92.6,91.1,0
2021-07-12,70 to 74,56215,55634,9,94.7,93.8,0
2021-07-12,75 to 79,45165,44799,7,95.9,95.1,0
2021-07-12,80 to 84,30730,30377,8,96.3,95.2,0
2021-07-12,85 to 89,21005,20719,9,96.5,95.2,0
2021-07-12,90+,12566,12362,5,95.4,93.9,0
2021-07-11,12 to 15,40,12,0,0.1,0,0
2021-07-11,16 to 17,1587,1003,0,5.1,3.2,0
2021-07-11,18 to 24,61081,13899,0,60.4,13.7,0
2021-07-11,25 to 29,48354,14132,3,64,18.7,0
2021-07-11,30 to 34,58460,19013,5,68.9,22.4,0
2021-07-11,35 to 39,67172,27549,10,74.6,30.6,0
2021-07-11,40 to 44,76071,55920,9,80.2,59,0
2021-07-11,45 to 49,79219,69268,10,84.3,73.7,0
2021-07-11,50 to 54,82743,79519,16,87.9,84.5,0
2021-07-11,55 to 59,81131,78291,19,89.7,86.5,0
2021-07-11,60 to 64,67341,65334,15,91.1,88.4,0
2021-07-11,65 to 69,55086,54194,6,92.5,91.1,0
2021-07-11,70 to 74,56213,55630,9,94.7,93.8,0
2021-07-11,75 to 79,45165,44797,7,95.9,95.1,0
2021-07-11,80 to 84,30729,30374,8,96.3,95.2,0
2021-07-11,85 to 89,21004,20719,9,96.5,95.2,0
2021-07-11,90+,12566,12362,5,95.4,93.9,0
2021-07-10,12 to 15,40,12,0,0.1,0,0
2021-07-10,16 to 17,1580,997,0,5.1,3.2,0
2021-07-10,18 to 24,60890,13850,0,60.2,13.7,0
2021-07-10,25 to 29,48293,14086,3,63.9,18.6,0
2021-07-10,30 to 34,58401,18912,5,68.8,22.3,0
2021-07-10,35 to 39,67139,27016,10,74.6,30,0
2021-07-10,40 to 44,76040,55153,9,80.2,58.2,0
2021-07-10,45 to 49,79197,68756,10,84.3,73.2,0
2021-07-10,50 to 54,82736,79446,16,87.9,84.4,0
2021-07-10,55 to 59,81125,78259,19,89.7,86.5,0
2021-07-10,60 to 64,67336,65311,14,91.1,88.4,0
2021-07-10,65 to 69,55084,54190,6,92.5,91,0
2021-07-10,70 to 74,56212,55627,9,94.7,93.7,0
2021-07-10,75 to 79,45164,44796,7,95.9,95.1,0
2021-07-10,80 to 84,30728,30373,8,96.3,95.2,0
2021-07-10,85 to 89,21004,20718,9,96.5,95.2,0
2021-07-10,90+,12566,12362,5,95.4,93.9,0
2021-07-09,12 to 15,39,12,0,0.1,0,0
2021-07-09,16 to 17,1566,964,0,5.1,3.1,0
2021-07-09,18 to 24,59778,13695,0,59.1,13.5,0
2021-07-09,25 to 29,47905,13845,3,63.4,18.3,0
2021-07-09,30 to 34,58125,18467,5,68.5,21.8,0
2021-07-09,35 to 39,66959,24764,10,74.4,27.5,0
2021-07-09,40 to 44,75952,53793,9,80.1,56.7,0
2021-07-09,45 to 49,79146,68000,10,84.2,72.4,0
2021-07-09,50 to 54,82702,79318,14,87.8,84.2,0
2021-07-09,55 to 59,81109,78210,19,89.6,86.4,0
2021-07-09,60 to 64,67325,65294,14,91.1,88.4,0
2021-07-09,65 to 69,55079,54179,6,92.5,91,0
2021-07-09,70 to 74,56209,55617,9,94.7,93.7,0
2021-07-09,75 to 79,45162,44790,7,95.9,95.1,0
2021-07-09,80 to 84,30728,30373,8,96.3,95.2,0
2021-07-09,85 to 89,21003,20716,9,96.5,95.2,0
2021-07-09,90+,12566,12361,5,95.4,93.9,0
